OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasureValue.Original,TADA.ResultMeasureValue.Flag,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionLimitMeasureValue.Original,TADA.DetectionLimitMeasureValue.Flag,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,MethodSpecificationName,ProjectName,ProjectDescriptionText,SamplingDesignTypeCode,QAPPApprovedIndicator,QAPPApprovalAgencyName,ProjectFileUrl,ProjectMonitoringLocationWeightingUrl
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210920-4902720-0921-4-C,Sample-Routine,WATER,NA,9/21/2021,13:35:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4902720,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,2.25,2.25,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,10/1/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,9/21/2021 20:35,NA,MALAD R AB TREMONTON WWTP,River/Stream,NA,16010204,NA,NA,NA,NA,41.71179,-112.16098,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-UCASE2021-5989995-0813-4-C,Quality Control Sample-Equipment Blank,WATER,NA,8/13/2021,8:00:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,Division of Water Quality,UTAHDWQ_WQX-5989995,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),Not Detected,NITROGEN,DISSOLVED,NA,NA,ND or NA,MG/L,U,Accepted,NA,Actual,NA,NA,NA,NA,NA,Not detected/reported,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,8/30/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,8/13/2021 15:00,NA,UCASE equipment blank- statewide,River/Stream,Equipment Blank,16020204,NA,NA,NA,NA,40.77413,-111.94789,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Probabilistic,This will include UCASE and any other monitoring with a random survey sampling design.,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210920-4905780-0928-4-C,Sample-Routine,WATER,NA,9/28/2021,9:36:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4905780,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.315,0.315,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,10/8/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,9/28/2021 16:36,NA,E FK LITTLE BEAR R BL PORCUPINE RES AT CR XING,River/Stream,NA,16010203,NA,NA,NA,NA,41.5191,-111.75049,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-NPSCANR210826-5995202-0826-4-C,Quality Control Sample-Field Blank,WATER,NA,8/26/2021,16:50:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,National Park Service,UTAHDWQ_WQX-5995202,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),Not Detected,NITROGEN,TOTAL,NA,NA,ND or NA,MG/L,U,Accepted,NA,Actual,NA,NA,NA,NA,NA,Not detected/reported,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,9/9/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,8/26/2021 23:50,NA,Arches National Park (Field Blank),River/Stream,Field Blank,16020204,NA,NA,NA,NA,40.77413,-111.94789,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210719-4905740-0720-4-C,Sample-Routine,WATER,NA,7/20/2021,16:45:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4905740,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.143,0.143,Numeric,MG/L,J,Accepted,NA,Actual,NA,NA,NA,NA,NA,"Indicates an estimated value. Applied to calculated concentrations for compounds whose concentration is below the reporting limit, but at or above the MDL",NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,7/29/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,7/20/2021 23:45,NA,S FORK LITTLE BEAR RIVER AB CNFL / E FORK LITTLE BEAR,River/Stream,NA,16010203,NA,NA,NA,NA,41.51469,-111.81279,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210405-4903510-0406-4-C,Sample-Routine,WATER,NA,4/6/2021,11:43:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4903510,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.25,0.25,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,4/23/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/6/2021 18:43,NA,SUMMIT CK @ USFS BNDY,River/Stream,NA,16010202,NA,NA,NA,NA,41.86968,-111.75797,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210607-4908100-0607-4-C,Sample-Routine,WATER,NA,6/7/2021,15:30:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4908100,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,1.61,1.61,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/14/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/7/2021 22:30,NA,BEAR R E OF SAGE CK JCT AT U30 XING AB CNFL / BRIDGER CK,River/Stream,NA,16010101,NA,NA,NA,NA,41.77716,-111.07352,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BLMGSE210903-4951766-0904-4-C,Quality Control Sample-Field Blank,WATER,NA,9/4/2021,17:00:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,Bureau of Land Management,UTAHDWQ_WQX-4951766,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.229,0.229,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,9/22/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,9/5/2021 0:00,NA,Equipment blank GSENM field crew,River/Stream,Field Blank,16020204,NA,NA,NA,NA,40.77413,-111.94789,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210503-4904770-0505-4-C,Sample-Routine,WATER,NA,5/5/2021,10:00:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4904770,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,19.9,19.9,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,5/18/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,5/5/2021 17:00,NA,SPRING CK SC-6,River/Stream,NA,16010203,NA,NA,NA,NA,41.65799,-111.87967,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-DC210420-4990373-0420-4-C,Sample-Routine,WATER,NA,4/20/2021,9:10:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,Davis County,UTAHDWQ_WQX-4990373,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.456,0.456,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,5/4/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/20/2021 16:10,NA,PARRISH CK @ 900 W,River/Stream,NA,16020102,NA,NA,NA,NA,40.92579,-111.90022,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BLMRF210421-4949971-0421-4-C,Quality Control Sample-Field Replicate,WATER,NA,4/21/2021,13:15:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,Bureau of Land Management,UTAHDWQ_WQX-4949971,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.568,0.568,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,5/6/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/21/2021 20:15,NA,E FK SEVIER R AB CNFL/ DEER CK Replicate of 4949970,River/Stream,Replicate of 4949970,16030002,NA,NA,NA,NA,38.01082,-111.96574,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210607-4901930-0608-4-C,Sample-Routine,WATER,NA,6/8/2021,9:35:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4901930,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,1.1,1.1,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/15/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/8/2021 16:35,NA,HAMMOND MAIN CANAL AT BRIDGE ON ROAD TO HAMPTON'S FORD,Canal Irrigation,NA,16010204,NA,NA,NA,NA,41.78521,-112.10246,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210405-4905070-0406-4-C,Sample-Routine,WATER,NA,4/6/2021,10:10:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4905070,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,21.3,21.3,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,4/21/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/6/2021 17:10,NA,LOGAN LAGOONS 001,Facility Other,NA,16010203,NA,NA,NA,NA,41.73973,-111.89944,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-UPRSVRNPS210407-4949635-0407-4-C,Sample-Routine,WATER,NA,4/7/2021,11:21:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,Division of Water Quality,UTAHDWQ_WQX-4949635,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),Not Detected,NITROGEN,TOTAL,NA,NA,ND or NA,MG/L,U,Accepted,NA,Actual,NA,NA,NA,NA,NA,Not detected/reported,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,4/30/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/7/2021 18:21,NA,Sevier River at bridge at US89 MP126 and 0.6 Mile ab Casto Wash,River/Stream,NA,16030001,NA,NA,NA,NA,37.77179,-112.39102,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Non-Point Source (NPS) Monitoring,"This will include monitoring events for the purposes of determining NPS project effectiveness, including baseline conditions for projects, anything that would be funded by NPS grants; we'd like to track this separately.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-UCASE2021-4905195-0621-4-C,Sample-Routine,WATER,NA,6/21/2021,14:00:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,Division of Water Quality,UTAHDWQ_WQX-4905195,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.403,0.403,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,7/12/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/21/2021 21:00,NA,LOGAN R AB US 89 XING BL 1ST DAM,River/Stream,NA,16010203,NA,NA,NA,NA,41.72132,-111.83466,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Probabilistic,This will include UCASE and any other monitoring with a random survey sampling design.,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-UTLK210510-4995252-0510-4-C,Sample-Routine,WATER,NA,5/10/2021,14:10:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4995252,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.556,0.556,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,5/18/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,5/10/2021 21:10,NA,Clegg's Pond OUTFALL-WLA,River/Stream,NA,16020201,NA,NA,NA,NA,40.27705,-111.74458,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-CHALKCK210614-4926260-0614-4-C,Sample-Routine,WATER,NA,6/14/2021,11:30:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302;305,Division of Water Quality,UTAHDWQ_WQX-4926260,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.401,0.401,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/30/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/14/2021 18:30,NA,HUFF CK AB CNFL/ CHALK CK,River/Stream,NA,16020101,NA,NA,NA,NA,40.96301,-111.23491,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,NA,NA,NA,NA,NA,NA,NA
